År;Läkemedel;Region;Kön;Ålder;Antal patienter;Patienter/1000 invånare;Antal expedieringar;Expedieringar/1000 invånare;Befolkning
2019;N06BA12 Lisdexamfetamin;Blekinge län;Båda könen;0­19;374;10,38;1721;47,77;36028
2019;N06BA12 Lisdexamfetamin;Skåne län;Män;0­19;1345;8,08;5993;35,99;166498
2019;N06BA12 Lisdexamfetamin;Skåne län;Kvinnor;0­19;831;5,34;3729;23,95;155691
2019;N06BA12 Lisdexamfetamin;Skåne län;Båda könen;0­19;2176;6,75;9722;30,17;322189
2019;N06BA12 Lisdexamfetamin;Hallands län;Män;0­19;625;15,33;2985;73,20;40776
2019;N06BA12 Lisdexamfetamin;Hallands län;Kvinnor;0­19;387;10,19;1624;42,77;37969
2019;N06BA12 Lisdexamfetamin;Hallands län;Båda könen;0­19;1012;12,85;4609;58,53;78745
2019;N06BA12 Lisdexamfetamin;Västra Götalands län;Män;0­19;1753;8,59;8551;41,92;203985
2019;N06BA12 Lisdexamfetamin;Västra Götalands län;Kvinnor;0­19;916;4,80;4183;21,94;190645
2019;N06BA12 Lisdexamfetamin;Västra Götalands län;Båda könen;0­19;2669;6,76;12734;32,27;394630
2019;N06BA12 Lisdexamfetamin;Värmlands län;Män;0­19;300;9,56;1457;46,41;31396
2019;N06BA12 Lisdexamfetamin;Värmlands län;Kvinnor;0­19;173;5,89;798;27,16;29377
2019;N06BA12 Lisdexamfetamin;Värmlands län;Båda könen;0­19;473;7,78;2255;37,11;60773
2019;N06BA12 Lisdexamfetamin;Örebro län;Män;0­19;276;7,63;1508;41,70;36160
2019;N06BA12 Lisdexamfetamin;Örebro län;Kvinnor;0­19;145;4,27;774;22,80;33942
2019;N06BA12 Lisdexamfetamin;Örebro län;Båda könen;0­19;421;6,01;2282;32,55;70102
2019;N06BA12 Lisdexamfetamin;Västmanlands län;Män;0­19;371;11,23;1618;48,98;33031
2019;N06BA12 Lisdexamfetamin;Västmanlands län;Kvinnor;0­19;204;6,68;904;29,58;30561
2019;N06BA12 Lisdexamfetamin;Västmanlands län;Båda könen;0­19;575;9,04;2522;39,66;63592
2019;N06BA12 Lisdexamfetamin;Dalarnas län;Män;0­19;390;11,74;1915;57,63;33230
2019;N06BA12 Lisdexamfetamin;Dalarnas län;Kvinnor;0­19;239;7,67;1252;40,18;31158
2019;N06BA12 Lisdexamfetamin;Dalarnas län;Båda könen;0­19;629;9,77;3167;49,19;64388
2019;N06BA12 Lisdexamfetamin;Gävleborgs län;Män;0­19;501;15,31;2690;82,22;32717
2019;N06BA12 Lisdexamfetamin;Gävleborgs län;Kvinnor;0­19;287;9,35;1449;47,20;30696
2019;N06BA12 Lisdexamfetamin;Gävleborgs län;Båda könen;0­19;788;12,43;4139;65,27;63413
2019;N06BA12 Lisdexamfetamin;Västernorrlands län;Män;0­19;241;8,55;1132;40,14;28203
2019;N06BA12 Lisdexamfetamin;Västernorrlands län;Kvinnor;0­19;123;4,66;587;22,22;26417
2019;N06BA12 Lisdexamfetamin;Västernorrlands län;Båda könen;0­19;364;6,66;1719;31,47;54620
2019;N06BA12 Lisdexamfetamin;Jämtlands län;Män;0­19;160;10,66;703;46,84;15007
2019;N06BA12 Lisdexamfetamin;Jämtlands län;Kvinnor;0­19;73;5,22;330;23,58;13992
2019;N06BA12 Lisdexamfetamin;Jämtlands län;Båda könen;0­19;233;8,03;1033;35,62;28999
2019;N06BA12 Lisdexamfetamin;Västerbottens län;Män;0­19;327;10,52;1639;52,74;31079
2019;N06BA12 Lisdexamfetamin;Västerbottens län;Kvinnor;0­19;184;6,35;914;31,56;28961
2019;N06BA12 Lisdexamfetamin;Västerbottens län;Båda könen;0­19;511;8,51;2553;42,52;60040
2019;N06BA12 Lisdexamfetamin;Norrbottens län;Män;0­19;305;11,23;1630;60,02;27159
2019;N06BA12 Lisdexamfetamin;Norrbottens län;Kvinnor;0­19;197;7,86;992;39,56;25075
2019;N06BA12 Lisdexamfetamin;Norrbottens län;Båda könen;0­19;502;9,61;2622;50,20;52234
2018;C02AC02 Guanfacin;Riket;Män;0­19;3673;3,04;22119;18,29;1209350
2018;C02AC02 Guanfacin;Riket;Kvinnor;0­19;1257;1,11;6636;5,87;1130165
2018;C02AC02 Guanfacin;Riket;Båda könen;0­19;4930;2,11;28755;12,29;2339515
2018;C02AC02 Guanfacin;Stockholms län;Män;0­19;847;2,97;5037;17,64;285584
2018;C02AC02 Guanfacin;Stockholms län;Kvinnor;0­19;265;0,99;1522;5,68;268079
2018;C02AC02 Guanfacin;Stockholms län;Båda könen;0­19;1112;2,01;6559;11,85;553663
2018;C02AC02 Guanfacin;Uppsala län;Män;0­19;196;4,44;1024;23,22;44107
2018;C02AC02 Guanfacin;Uppsala län;Kvinnor;0­19;59;1,42;331;7,99;41417
2018;C02AC02 Guanfacin;Uppsala län;Båda könen;0­19;255;2,98;1355;15,84;85524
2018;C02AC02 Guanfacin;Södermanlands län;Män;0­19;124;3,46;732;20,45;35796
2018;C02AC02 Guanfacin;Södermanlands län;Kvinnor;0­19;45;1,34;227;6,78;33486
2018;C02AC02 Guanfacin;Södermanlands län;Båda könen;0­19;169;2,44;959;13,84;69282
2018;C02AC02 Guanfacin;Östergötlands län;Män;0­19;114;2,11;653;12,06;54145
2018;C02AC02 Guanfacin;Östergötlands län;Kvinnor;0­19;33;0,65;192;3,80;50523
2018;C02AC02 Guanfacin;Östergötlands län;Båda könen;0­19;147;1,40;845;8,07;104668
2018;C02AC02 Guanfacin;Jönköpings län;Män;0­19;57;1,29;348;7,86;44282
2018;C02AC02 Guanfacin;Jönköpings län;Kvinnor;0­19;12;0,29;66;1,59;41398
2018;C02AC02 Guanfacin;Jönköpings län;Båda könen;0­19;69;0,81;414;4,83;85680
2018;C02AC02 Guanfacin;Kronobergs län;Män;0­19;58;2,40;399;16,50;24182
2018;C02AC02 Guanfacin;Kronobergs län;Kvinnor;0­19;15;0,66;102;4,51;22621
2018;C02AC02 Guanfacin;Kronobergs län;Båda könen;0­19;73;1,56;501;10,70;46803
2018;C02AC02 Guanfacin;Kalmar län;Män;0­19;74;2,70;446;16,26;27431
2018;C02AC02 Guanfacin;Kalmar län;Kvinnor;0­19;27;1,06;99;3,88;25536
2018;C02AC02 Guanfacin;Kalmar län;Båda könen;0­19;101;1,91;545;10,29;52967
2018;C02AC02 Guanfacin;Gotlands län;Män;0­19;25;4,03;124;19,97;6208
2018;C02AC02 Guanfacin;Gotlands län;Kvinnor;0­19;6;1,04;17;2,96;5750
2018;C02AC02 Guanfacin;Gotlands län;Båda könen;0­19;31;2,59;141;11,79;11958
2018;C02AC02 Guanfacin;Blekinge län;Män;0­19;107;5,73;623;33,39;18659
2018;C02AC02 Guanfacin;Blekinge län;Kvinnor;0­19;41;2,40;212;12,40;17103
2018;C02AC02 Guanfacin;Blekinge län;Båda könen;0­19;148;4,14;835;23,35;35762
2018;C02AC02 Guanfacin;Skåne län;Män;0­19;315;1,93;1686;10,35;162933
2018;C02AC02 Guanfacin;Skåne län;Kvinnor;0­19;120;0,79;534;3,51;152251
2018;C02AC02 Guanfacin;Skåne län;Båda könen;0­19;435;1,38;2220;7,04;315184
2018;C02AC02 Guanfacin;Hallands län;Män;0­19;361;9,04;2139;53,57;39931
2018;C02AC02 Guanfacin;Hallands län;Kvinnor;0­19;136;3,66;698;18,77;37189
2018;C02AC02 Guanfacin;Hallands län;Båda könen;0­19;497;6,44;2837;36,79;77120
2018;C02AC02 Guanfacin;Västra Götalands län;Män;0­19;661;3,29;4223;21,02;200876
2018;C02AC02 Guanfacin;Västra Götalands län;Kvinnor;0­19;236;1,26;1277;6,81;187547
2018;C02AC02 Guanfacin;Västra Götalands län;Båda könen;0­19;897;2,31;5500;14,16;388423
2018;C02AC02 Guanfacin;Värmlands län;Män;0­19;54;1,74;337;10,85;31071
2018;C02AC02 Guanfacin;Värmlands län;Kvinnor;0­19;15;0,51;62;2,13;29132
2018;C02AC02 Guanfacin;Värmlands län;Båda könen;0­19;69;1,15;399;6,63;60203
2018;C02AC02 Guanfacin;Örebro län;Män;0­19;88;2,47;631;17,73;35589
2018;C02AC02 Guanfacin;Örebro län;Kvinnor;0­19;21;0,63;113;3,39;33328
2018;C02AC02 Guanfacin;Örebro län;Båda könen;0­19;109;1,58;744;10,80;68917
2018;C02AC02 Guanfacin;Västmanlands län;Män;0­19;134;4,14;833;25,73;32372
2018;C02AC02 Guanfacin;Västmanlands län;Kvinnor;0­19;50;1,67;272;9,08;29953
2018;C02AC02 Guanfacin;Västmanlands län;Båda könen;0­19;184;2,95;1105;17,73;62325
2018;C02AC02 Guanfacin;Dalarnas län;Män;0­19;93;2,83;484;14,74;32828
2018;C02AC02 Guanfacin;Dalarnas län;Kvinnor;0­19;36;1,17;198;6,44;30763
2018;C02AC02 Guanfacin;Dalarnas län;Båda könen;0­19;129;2,03;682;10,72;63591
2018;C02AC02 Guanfacin;Gävleborgs län;Män;0­19;89;2,74;527;16,25;32426
2018;C02AC02 Guanfacin;Gävleborgs län;Kvinnor;0­19;36;1,19;202;6,67;30293
2018;C02AC02 Guanfacin;Gävleborgs län;Båda könen;0­19;125;1,99;729;11,62;62719
2018;C02AC02 Guanfacin;Västernorrlands län;Män;0­19;69;2,46;460;16,40;28049
2018;C02AC02 Guanfacin;Västernorrlands län;Kvinnor;0­19;16;0,61;68;2,58;26387
2018;C02AC02 Guanfacin;Västernorrlands län;Båda könen;0­19;85;1,56;528;9,70;54436
2018;C02AC02 Guanfacin;Jämtlands län;Män;0­19;51;3,44;255;17,18;14839
2018;C02AC02 Guanfacin;Jämtlands län;Kvinnor;0­19;26;1,89;116;8,43;13762
2018;C02AC02 Guanfacin;Jämtlands län;Båda könen;0­19;77;2,69;371;12,97;28601
2018;C02AC02 Guanfacin;Västerbottens län;Män;0­19;72;2,34;441;14,35;30723
2018;C02AC02 Guanfacin;Västerbottens län;Kvinnor;0­19;27;0,94;144;5,03;28640
2018;C02AC02 Guanfacin;Västerbottens län;Båda könen;0­19;99;1,67;585;9,85;59363
2018;C02AC02 Guanfacin;Norrbottens län;Män;0­19;87;3,18;547;20,02;27319
2018;C02AC02 Guanfacin;Norrbottens län;Kvinnor;0­19;40;1,60;154;6,16;25007
2018;C02AC02 Guanfacin;Norrbottens län;Båda könen;0­19;127;2,43;701;13,40;52326
2018;N06BA02 Dexamfetamin;Riket;Män;0­19;600;0,50;1501;1,24;1209350
2018;N06BA02 Dexamfetamin;Riket;Kvinnor;0­19;318;0,28;704;0,62;1130165
2018;N06BA02 Dexamfetamin;Riket;Båda könen;0­19;918;0,39;2205;0,94;2339515
2018;N06BA02 Dexamfetamin;Stockholms län;Män;0­19;148;0,52;325;1,14;285584
2018;N06BA02 Dexamfetamin;Stockholms län;Kvinnor;0­19;99;0,37;219;0,82;268079
2018;N06BA02 Dexamfetamin;Stockholms län;Båda könen;0­19;247;0,45;544;0,98;553663
2018;N06BA02 Dexamfetamin;Uppsala län;Män;0­19;42;0,95;94;2,13;44107
2018;N06BA02 Dexamfetamin;Uppsala län;Kvinnor;0­19;16;0,39;34;0,82;41417
2018;N06BA02 Dexamfetamin;Uppsala län;Båda könen;0­19;58;0,68;128;1,50;85524
2018;N06BA02 Dexamfetamin;Södermanlands län;Män;0­19;20;0,56;52;1,45;35796
2018;N06BA02 Dexamfetamin;Södermanlands län;Kvinnor;0­19;12;0,36;29;0,87;33486
2018;N06BA02 Dexamfetamin;Södermanlands län;Båda könen;0­19;32;0,46;81;1,17;69282
2018;N06BA02 Dexamfetamin;Östergötlands län;Män;0­19;17;0,31;39;0,72;54145
2018;N06BA02 Dexamfetamin;Östergötlands län;Kvinnor;0­19;10;0,20;23;0,46;50523
2018;N06BA02 Dexamfetamin;Östergötlands län;Båda könen;0­19;27;0,26;62;0,59;104668
2018;N06BA02 Dexamfetamin;Jönköpings län;Män;0­19;4;0,09;12;0,27;44282
2018;N06BA02 Dexamfetamin;Jönköpings län;Kvinnor;0­19;3;0,07;3;0,07;41398
2018;N06BA02 Dexamfetamin;Jönköpings län;Båda könen;0­19;7;0,08;15;0,18;85680
2018;N06BA02 Dexamfetamin;Kronobergs län;Män;0­19;8;0,33;20;0,83;24182
2018;N06BA02 Dexamfetamin;Kronobergs län;Kvinnor;0­19;4;0,18;16;0,71;22621
2018;N06BA02 Dexamfetamin;Kronobergs län;Båda könen;0­19;12;0,26;36;0,77;46803
2018;N06BA02 Dexamfetamin;Kalmar län;Män;0­19;3;0,11;3;0,11;27431
2018;N06BA02 Dexamfetamin;Kalmar län;Kvinnor;0­19;4;0,16;17;0,67;25536
2018;N06BA02 Dexamfetamin;Kalmar län;Båda könen;0­19;7;0,13;20;0,38;52967
2018;N06BA02 Dexamfetamin;Gotlands län;Män;0­19;1;0,16;1;0,16;6208
2018;N06BA02 Dexamfetamin;Gotlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2018;N06BA02 Dexamfetamin;Gotlands län;Båda könen;0­19;1;0,08;1;0,08;11958
2018;N06BA02 Dexamfetamin;Blekinge län;Män;0­19;15;0,80;30;1,61;18659
2018;N06BA02 Dexamfetamin;Blekinge län;Kvinnor;0­19;6;0,35;13;0,76;17103
2018;N06BA02 Dexamfetamin;Blekinge län;Båda könen;0­19;21;0,59;43;1,20;35762
2018;N06BA02 Dexamfetamin;Skåne län;Män;0­19;59;0,36;158;0,97;162933
2018;N06BA02 Dexamfetamin;Skåne län;Kvinnor;0­19;22;0,14;38;0,25;152251
2018;N06BA02 Dexamfetamin;Skåne län;Båda könen;0­19;81;0,26;196;0,62;315184
2018;N06BA02 Dexamfetamin;Hallands län;Män;0­19;57;1,43;141;3,53;39931
2018;N06BA02 Dexamfetamin;Hallands län;Kvinnor;0­19;25;0,67;52;1,40;37189
2018;N06BA02 Dexamfetamin;Hallands län;Båda könen;0­19;82;1,06;193;2,50;77120
2018;N06BA02 Dexamfetamin;Västra Götalands län;Män;0­19;75;0,37;169;0,84;200876
2018;N06BA02 Dexamfetamin;Västra Götalands län;Kvinnor;0­19;44;0,23;82;0,44;187547
2018;N06BA02 Dexamfetamin;Västra Götalands län;Båda könen;0­19;119;0,31;251;0,65;388423
2018;N06BA02 Dexamfetamin;Värmlands län;Män;0­19;8;0,26;16;0,51;31071
2018;N06BA02 Dexamfetamin;Värmlands län;Kvinnor;0­19;4;0,14;12;0,41;29132
2018;N06BA02 Dexamfetamin;Värmlands län;Båda könen;0­19;12;0,20;28;0,47;60203
2018;N06BA02 Dexamfetamin;Örebro län;Män;0­19;9;0,25;30;0,84;35589
2018;N06BA02 Dexamfetamin;Örebro län;Kvinnor;0­19;3;0,09;5;0,15;33328
2018;N06BA02 Dexamfetamin;Örebro län;Båda könen;0­19;12;0,17;35;0,51;68917
2018;N06BA02 Dexamfetamin;Västmanlands län;Män;0­19;17;0,53;33;1,02;32372
2018;N06BA02 Dexamfetamin;Västmanlands län;Kvinnor;0­19;10;0,33;23;0,77;29953
2018;N06BA02 Dexamfetamin;Västmanlands län;Båda könen;0­19;27;0,43;56;0,90;62325
2018;N06BA02 Dexamfetamin;Dalarnas län;Män;0­19;12;0,37;55;1,68;32828
2018;N06BA02 Dexamfetamin;Dalarnas län;Kvinnor;0­19;13;0,42;24;0,78;30763
2018;N06BA02 Dexamfetamin;Dalarnas län;Båda könen;0­19;25;0,39;79;1,24;63591
2018;N06BA02 Dexamfetamin;Gävleborgs län;Män;0­19;46;1,42;155;4,78;32426
2018;N06BA02 Dexamfetamin;Gävleborgs län;Kvinnor;0­19;21;0,69;63;2,08;30293
2018;N06BA02 Dexamfetamin;Gävleborgs län;Båda könen;0­19;67;1,07;218;3,48;62719
2018;N06BA02 Dexamfetamin;Västernorrlands län;Män;0­19;4;0,14;26;0,93;28049
2018;N06BA02 Dexamfetamin;Västernorrlands län;Kvinnor;0­19;3;0,11;9;0,34;26387
2018;N06BA02 Dexamfetamin;Västernorrlands län;Båda könen;0­19;7;0,13;35;0,64;54436
2018;N06BA02 Dexamfetamin;Jämtlands län;Män;0­19;6;0,40;7;0,47;14839
2018;N06BA02 Dexamfetamin;Jämtlands län;Kvinnor;0­19;3;0,22;4;0,29;13762
2018;N06BA02 Dexamfetamin;Jämtlands län;Båda könen;0­19;9;0,31;11;0,38;28601
2018;N06BA02 Dexamfetamin;Västerbottens län;Män;0­19;47;1,53;108;3,52;30723
2018;N06BA02 Dexamfetamin;Västerbottens län;Kvinnor;0­19;14;0,49;31;1,08;28640
2018;N06BA02 Dexamfetamin;Västerbottens län;Båda könen;0­19;61;1,03;139;2,34;59363
2018;N06BA02 Dexamfetamin;Norrbottens län;Män;0­19;5;0,18;20;0,73;27319
2018;N06BA02 Dexamfetamin;Norrbottens län;Kvinnor;0­19;4;0,16;5;0,20;25007
2018;N06BA02 Dexamfetamin;Norrbottens län;Båda könen;0­19;9;0,17;25;0,48;52326
2018;N06BA04 Metylfenidat;Riket;Män;0­19;26968;22,30;161098;133,21;1209350
2018;N06BA04 Metylfenidat;Riket;Kvinnor;0­19;12312;10,89;67601;59,82;1130165
2018;N06BA04 Metylfenidat;Riket;Båda könen;0­19;39280;16,79;228699;97,75;2339515
2018;N06BA04 Metylfenidat;Stockholms län;Män;0­19;7853;27,50;44919;157,29;285584
2018;N06BA04 Metylfenidat;Stockholms län;Kvinnor;0­19;3745;13,97;19630;73,22;268079
2018;N06BA04 Metylfenidat;Stockholms län;Båda könen;0­19;11598;20,95;64549;116,59;553663
2018;N06BA04 Metylfenidat;Uppsala län;Män;0­19;1118;25,35;6383;144,72;44107
2018;N06BA04 Metylfenidat;Uppsala län;Kvinnor;0­19;462;11,15;2442;58,96;41417
2018;N06BA04 Metylfenidat;Uppsala län;Båda könen;0­19;1580;18,47;8825;103,19;85524
2018;N06BA04 Metylfenidat;Södermanlands län;Män;0­19;790;22,07;4561;127,42;35796
2018;N06BA04 Metylfenidat;Södermanlands län;Kvinnor;0­19;310;9,26;1648;49,21;33486
2018;N06BA04 Metylfenidat;Södermanlands län;Båda könen;0­19;1100;15,88;6209;89,62;69282
2018;N06BA04 Metylfenidat;Östergötlands län;Män;0­19;1052;19,43;6048;111,70;54145
2018;N06BA04 Metylfenidat;Östergötlands län;Kvinnor;0­19;416;8,23;2374;46,99;50523
2018;N06BA04 Metylfenidat;Östergötlands län;Båda könen;0­19;1468;14,03;8422;80,46;104668
2018;N06BA04 Metylfenidat;Jönköpings län;Män;0­19;599;13,53;3562;80,44;44282
2018;N06BA04 Metylfenidat;Jönköpings län;Kvinnor;0­19;249;6,01;1369;33,07;41398
2018;N06BA04 Metylfenidat;Jönköpings län;Båda könen;0­19;848;9,90;4931;57,55;85680
2018;N06BA04 Metylfenidat;Kronobergs län;Män;0­19;364;15,05;2661;110,04;24182
2018;N06BA04 Metylfenidat;Kronobergs län;Kvinnor;0­19;146;6,45;994;43,94;22621
2018;N06BA04 Metylfenidat;Kronobergs län;Båda könen;0­19;510;10,90;3655;78,09;46803
2018;N06BA04 Metylfenidat;Kalmar län;Män;0­19;433;15,79;2541;92,63;27431
2018;N06BA04 Metylfenidat;Kalmar län;Kvinnor;0­19;204;7,99;1129;44,21;25536
2018;N06BA04 Metylfenidat;Kalmar län;Båda könen;0­19;637;12,03;3670;69,29;52967
2018;N06BA04 Metylfenidat;Gotlands län;Män;0­19;200;32,22;967;155,77;6208
2018;N06BA04 Metylfenidat;Gotlands län;Kvinnor;0­19;123;21,39;587;102,09;5750
2018;N06BA04 Metylfenidat;Gotlands län;Båda könen;0­19;323;27,01;1554;129,95;11958
2018;N06BA04 Metylfenidat;Blekinge län;Män;0­19;334;17,90;1925;103,17;18659
2018;N06BA04 Metylfenidat;Blekinge län;Kvinnor;0­19;174;10,17;961;56,19;17103
2018;N06BA04 Metylfenidat;Blekinge län;Båda könen;0­19;508;14,21;2886;80,70;35762
2018;N06BA04 Metylfenidat;Skåne län;Män;0­19;3133;19,23;17864;109,64;162933
2018;N06BA04 Metylfenidat;Skåne län;Kvinnor;0­19;1384;9,09;7128;46,82;152251
2018;N06BA04 Metylfenidat;Skåne län;Båda könen;0­19;4517;14,33;24992;79,29;315184
2018;N06BA04 Metylfenidat;Hallands län;Män;0­19;1278;32,01;7577;189,75;39931
2018;N06BA04 Metylfenidat;Hallands län;Kvinnor;0­19;605;16,27;3055;82,15;37189
2018;N06BA04 Metylfenidat;Hallands län;Båda könen;0­19;1883;24,42;10632;137,86;77120
2018;N06BA04 Metylfenidat;Västra Götalands län;Män;0­19;3784;18,84;23283;115,91;200876
2018;N06BA04 Metylfenidat;Västra Götalands län;Kvinnor;0­19;1586;8,46;8880;47,35;187547
2018;N06BA04 Metylfenidat;Västra Götalands län;Båda könen;0­19;5370;13,83;32163;82,80;388423
2018;N06BA04 Metylfenidat;Värmlands län;Män;0­19;767;24,69;4815;154,97;31071
2018;N06BA04 Metylfenidat;Värmlands län;Kvinnor;0­19;384;13,18;2356;80,87;29132
2018;N06BA04 Metylfenidat;Värmlands län;Båda könen;0­19;1151;19,12;7171;119,11;60203
2018;N06BA04 Metylfenidat;Örebro län;Män;0­19;571;16,04;3885;109,16;35589
2018;N06BA04 Metylfenidat;Örebro län;Kvinnor;0­19;255;7,65;1537;46,12;33328
2018;N06BA04 Metylfenidat;Örebro län;Båda könen;0­19;826;11,99;5422;78,67;68917
2018;N06BA04 Metylfenidat;Västmanlands län;Män;0­19;669;20,67;3741;115,56;32372
2018;N06BA04 Metylfenidat;Västmanlands län;Kvinnor;0­19;365;12,19;1903;63,53;29953
2018;N06BA04 Metylfenidat;Västmanlands län;Båda könen;0­19;1034;16,59;5644;90,56;62325
2018;N06BA04 Metylfenidat;Dalarnas län;Män;0­19;861;26,23;5075;154,59;32828
2018;N06BA04 Metylfenidat;Dalarnas län;Kvinnor;0­19;441;14,34;2459;79,93;30763
2018;N06BA04 Metylfenidat;Dalarnas län;Båda könen;0­19;1302;20,47;7534;118,48;63591
2018;N06BA04 Metylfenidat;Gävleborgs län;Män;0­19;1087;33,52;6874;211,99;32426
2018;N06BA04 Metylfenidat;Gävleborgs län;Kvinnor;0­19;564;18,62;3402;112,30;30293
2018;N06BA04 Metylfenidat;Gävleborgs län;Båda könen;0­19;1651;26,32;10276;163,84;62719
2018;N06BA04 Metylfenidat;Västernorrlands län;Män;0­19;587;20,93;3517;125,39;28049
2018;N06BA04 Metylfenidat;Västernorrlands län;Kvinnor;0­19;212;8,03;1077;40,82;26387
2018;N06BA04 Metylfenidat;Västernorrlands län;Båda könen;0­19;799;14,68;4594;84,39;54436
2018;N06BA04 Metylfenidat;Jämtlands län;Män;0­19;223;15,03;1303;87,81;14839
2018;N06BA04 Metylfenidat;Jämtlands län;Kvinnor;0­19;94;6,83;520;37,79;13762
2018;N06BA04 Metylfenidat;Jämtlands län;Båda könen;0­19;317;11,08;1823;63,74;28601
2018;N06BA04 Metylfenidat;Västerbottens län;Män;0­19;793;25,81;5438;177,00;30723
2018;N06BA04 Metylfenidat;Västerbottens län;Kvinnor;0­19;370;12,92;2289;79,92;28640
2018;N06BA04 Metylfenidat;Västerbottens län;Båda könen;0­19;1163;19,59;7727;130,17;59363
2018;N06BA04 Metylfenidat;Norrbottens län;Män;0­19;551;20,17;3523;128,96;27319
2018;N06BA04 Metylfenidat;Norrbottens län;Kvinnor;0­19;277;11,08;1585;63,38;25007
2018;N06BA04 Metylfenidat;Norrbottens län;Båda könen;0­19;828;15,82;5108;97,62;52326
2018;N06BA09 Atomoxetin;Riket;Män;0­19;5453;4,51;33216;27,47;1209350
2018;N06BA09 Atomoxetin;Riket;Kvinnor;0­19;2459;2,18;13928;12,32;1130165
2018;N06BA09 Atomoxetin;Riket;Båda könen;0­19;7912;3,38;47144;20,15;2339515
2018;N06BA09 Atomoxetin;Stockholms län;Män;0­19;1512;5,29;9231;32,32;285584
2018;N06BA09 Atomoxetin;Stockholms län;Kvinnor;0­19;715;2,67;4046;15,09;268079
2018;N06BA09 Atomoxetin;Stockholms län;Båda könen;0­19;2227;4,02;13277;23,98;553663
2018;N06BA09 Atomoxetin;Uppsala län;Män;0­19;222;5,03;1226;27,80;44107
2018;N06BA09 Atomoxetin;Uppsala län;Kvinnor;0­19;95;2,29;499;12,05;41417
2018;N06BA09 Atomoxetin;Uppsala län;Båda könen;0­19;317;3,71;1725;20,17;85524
2018;N06BA09 Atomoxetin;Södermanlands län;Män;0­19;217;6,06;1193;33,33;35796
2018;N06BA09 Atomoxetin;Södermanlands län;Kvinnor;0­19;99;2,96;504;15,05;33486
2018;N06BA09 Atomoxetin;Södermanlands län;Båda könen;0­19;316;4,56;1697;24,49;69282
2018;N06BA09 Atomoxetin;Östergötlands län;Män;0­19;265;4,89;1553;28,68;54145
2018;N06BA09 Atomoxetin;Östergötlands län;Kvinnor;0­19;105;2,08;613;12,13;50523
2018;N06BA09 Atomoxetin;Östergötlands län;Båda könen;0­19;370;3,53;2166;20,69;104668
2018;N06BA09 Atomoxetin;Jönköpings län;Män;0­19;114;2,57;763;17,23;44282
2018;N06BA09 Atomoxetin;Jönköpings län;Kvinnor;0­19;34;0,82;218;5,27;41398
2018;N06BA09 Atomoxetin;Jönköpings län;Båda könen;0­19;148;1,73;981;11,45;85680
2018;N06BA09 Atomoxetin;Kronobergs län;Män;0­19;97;4,01;619;25,60;24182
2018;N06BA09 Atomoxetin;Kronobergs län;Kvinnor;0­19;42;1,86;223;9,86;22621
2018;N06BA09 Atomoxetin;Kronobergs län;Båda könen;0­19;139;2,97;842;17,99;46803
2018;N06BA09 Atomoxetin;Kalmar län;Män;0­19;81;2,95;542;19,76;27431
2018;N06BA09 Atomoxetin;Kalmar län;Kvinnor;0­19;29;1,14;134;5,25;25536
2018;N06BA09 Atomoxetin;Kalmar län;Båda könen;0­19;110;2,08;676;12,76;52967
2018;N06BA09 Atomoxetin;Gotlands län;Män;0­19;50;8,05;314;50,58;6208
2018;N06BA09 Atomoxetin;Gotlands län;Kvinnor;0­19;25;4,35;129;22,43;5750
2018;N06BA09 Atomoxetin;Gotlands län;Båda könen;0­19;75;6,27;443;37,05;11958
2018;N06BA09 Atomoxetin;Blekinge län;Män;0­19;68;3,64;432;23,15;18659
2018;N06BA09 Atomoxetin;Blekinge län;Kvinnor;0­19;32;1,87;206;12,04;17103
2018;N06BA09 Atomoxetin;Blekinge län;Båda könen;0­19;100;2,80;638;17,84;35762
2018;N06BA09 Atomoxetin;Skåne län;Män;0­19;799;4,90;4549;27,92;162933
2018;N06BA09 Atomoxetin;Skåne län;Kvinnor;0­19;331;2,17;1800;11,82;152251
2018;N06BA09 Atomoxetin;Skåne län;Båda könen;0­19;1130;3,59;6349;20,14;315184
2018;N06BA09 Atomoxetin;Hallands län;Män;0­19;246;6,16;1309;32,78;39931
2018;N06BA09 Atomoxetin;Hallands län;Kvinnor;0­19;134;3,60;702;18,88;37189
2018;N06BA09 Atomoxetin;Hallands län;Båda könen;0­19;380;4,93;2011;26,08;77120
2018;N06BA09 Atomoxetin;Västra Götalands län;Män;0­19;718;3,57;4382;21,81;200876
2018;N06BA09 Atomoxetin;Västra Götalands län;Kvinnor;0­19;293;1,56;1778;9,48;187547
2018;N06BA09 Atomoxetin;Västra Götalands län;Båda könen;0­19;1011;2,60;6160;15,86;388423
2018;N06BA09 Atomoxetin;Värmlands län;Män;0­19;77;2,48;556;17,89;31071
2018;N06BA09 Atomoxetin;Värmlands län;Kvinnor;0­19;39;1,34;196;6,73;29132
2018;N06BA09 Atomoxetin;Värmlands län;Båda könen;0­19;116;1,93;752;12,49;60203
2018;N06BA09 Atomoxetin;Örebro län;Män;0­19;106;2,98;730;20,51;35589
2018;N06BA09 Atomoxetin;Örebro län;Kvinnor;0­19;50;1,50;284;8,52;33328
2018;N06BA09 Atomoxetin;Örebro län;Båda könen;0­19;156;2,26;1014;14,71;68917
