År;Läkemedel;Region;Kön;Ålder;Antal patienter;Patienter/1000 invånare;Expedieringar/1000 invånare;Befolkning
2022;N06BA12 Lisdexamfetamin;Gotlands län;Män;0­19;105;16,16;76,96;6497
2022;N06BA12 Lisdexamfetamin;Gotlands län;Kvinnor;0­19;94;15,44;65,37;6088
2022;N06BA12 Lisdexamfetamin;Gotlands län;Båda könen;0­19;199;15,81;71,35;12585
2022;N06BA12 Lisdexamfetamin;Blekinge län;Män;0­19;414;22,53;109,42;18378
2022;N06BA12 Lisdexamfetamin;Blekinge län;Kvinnor;0­19;270;15,67;71,80;17229
2022;N06BA12 Lisdexamfetamin;Blekinge län;Båda könen;0­19;684;19,21;91,22;35607
2022;N06BA12 Lisdexamfetamin;Skåne län;Män;0­19;2042;11,92;55,08;171271
2022;N06BA12 Lisdexamfetamin;Skåne län;Kvinnor;0­19;1430;8,83;39,99;161973
2022;N06BA12 Lisdexamfetamin;Skåne län;Båda könen;0­19;3472;10,42;47,75;333244
2022;N06BA12 Lisdexamfetamin;Hallands län;Män;0­19;760;18,06;83,83;42085
2022;N06BA12 Lisdexamfetamin;Hallands län;Kvinnor;0­19;550;13,92;64,75;39519
2022;N06BA12 Lisdexamfetamin;Hallands län;Båda könen;0­19;1310;16,05;74,59;81604
2022;N06BA12 Lisdexamfetamin;Västra Götalands län;Män;0­19;2487;11,99;63,88;207466
2022;N06BA12 Lisdexamfetamin;Västra Götalands län;Kvinnor;0­19;1548;7,93;41,92;195269
2022;N06BA12 Lisdexamfetamin;Västra Götalands län;Båda könen;0­19;4035;10,02;53,23;402735
2022;N06BA12 Lisdexamfetamin;Värmlands län;Män;0­19;508;16,11;83,95;31541
2022;N06BA12 Lisdexamfetamin;Värmlands län;Kvinnor;0­19;331;11,23;56,06;29486
2022;N06BA12 Lisdexamfetamin;Värmlands län;Båda könen;0­19;839;13,75;70,48;61027
2022;N06BA12 Lisdexamfetamin;Örebro län;Män;0­19;498;13,69;79,69;36378
2022;N06BA12 Lisdexamfetamin;Örebro län;Kvinnor;0­19;296;8,55;46,28;34635
2022;N06BA12 Lisdexamfetamin;Örebro län;Båda könen;0­19;794;11,18;63,40;71013
2022;N06BA12 Lisdexamfetamin;Västmanlands län;Män;0­19;590;17,58;75,01;33567
2022;N06BA12 Lisdexamfetamin;Västmanlands län;Kvinnor;0­19;381;12,13;50,68;31411
2022;N06BA12 Lisdexamfetamin;Västmanlands län;Båda könen;0­19;971;14,94;63,25;64978
2022;N06BA12 Lisdexamfetamin;Dalarnas län;Män;0­19;576;17,43;94,24;33053
2022;N06BA12 Lisdexamfetamin;Dalarnas län;Kvinnor;0­19;402;12,73;65,50;31586
2022;N06BA12 Lisdexamfetamin;Dalarnas län;Båda könen;0­19;978;15,13;80,20;64639
2022;N06BA12 Lisdexamfetamin;Gävleborgs län;Män;0­19;576;17,56;100,88;32800
2022;N06BA12 Lisdexamfetamin;Gävleborgs län;Kvinnor;0­19;353;11,38;66,56;31010
2022;N06BA12 Lisdexamfetamin;Gävleborgs län;Båda könen;0­19;929;14,56;84,20;63810
2022;N06BA12 Lisdexamfetamin;Västernorrlands län;Män;0­19;285;10,21;49,12;27913
2022;N06BA12 Lisdexamfetamin;Västernorrlands län;Kvinnor;0­19;165;6,26;27,26;26337
2022;N06BA12 Lisdexamfetamin;Västernorrlands län;Båda könen;0­19;450;8,29;38,51;54250
2022;N06BA12 Lisdexamfetamin;Jämtlands län;Män;0­19;238;15,59;71,68;15262
2022;N06BA12 Lisdexamfetamin;Jämtlands län;Kvinnor;0­19;166;11,58;51,18;14341
2022;N06BA12 Lisdexamfetamin;Jämtlands län;Båda könen;0­19;404;13,65;61,75;29603
2022;N06BA12 Lisdexamfetamin;Västerbottens län;Män;0­19;468;14,91;76,11;31390
2022;N06BA12 Lisdexamfetamin;Västerbottens län;Kvinnor;0­19;346;11,70;56,31;29584
2022;N06BA12 Lisdexamfetamin;Västerbottens län;Båda könen;0­19;814;13,35;66,50;60974
2022;N06BA12 Lisdexamfetamin;Norrbottens län;Män;0­19;460;17,25;89,60;26673
2022;N06BA12 Lisdexamfetamin;Norrbottens län;Kvinnor;0­19;333;13,34;70,04;24958
2022;N06BA12 Lisdexamfetamin;Norrbottens län;Båda könen;0­19;793;15,36;80,15;51631
2021;C02AC02 Guanfacin;Riket;Män;0­19;7240;5,82;35,55;1243726
2021;C02AC02 Guanfacin;Riket;Kvinnor;0­19;2802;2,39;13,48;1170648
2021;C02AC02 Guanfacin;Riket;Båda könen;0­19;10042;4,16;24,85;2414374
2021;C02AC02 Guanfacin;Stockholms län;Män;0­19;1660;5,62;34,83;295150
2021;C02AC02 Guanfacin;Stockholms län;Kvinnor;0­19;637;2,29;12,40;278637
2021;C02AC02 Guanfacin;Stockholms län;Båda könen;0­19;2297;4,00;23,94;573787
2021;C02AC02 Guanfacin;Uppsala län;Män;0­19;391;8,39;42,74;46582
2021;C02AC02 Guanfacin;Uppsala län;Kvinnor;0­19;146;3,31;17,05;44160
2021;C02AC02 Guanfacin;Uppsala län;Båda könen;0­19;537;5,92;30,24;90742
2021;C02AC02 Guanfacin;Södermanlands län;Män;0­19;177;4,75;26,59;37301
2021;C02AC02 Guanfacin;Södermanlands län;Kvinnor;0­19;83;2,38;11,45;34851
2021;C02AC02 Guanfacin;Södermanlands län;Båda könen;0­19;260;3,60;19,28;72152
2021;C02AC02 Guanfacin;Östergötlands län;Män;0­19;309;5,57;32,70;55480
2021;C02AC02 Guanfacin;Östergötlands län;Kvinnor;0­19;103;1,99;12,44;51842
2021;C02AC02 Guanfacin;Östergötlands län;Båda könen;0­19;412;3,84;22,91;107322
2021;C02AC02 Guanfacin;Jönköpings län;Män;0­19;200;4,41;30,18;45399
2021;C02AC02 Guanfacin;Jönköpings län;Kvinnor;0­19;60;1,40;7,28;42876
2021;C02AC02 Guanfacin;Jönköpings län;Båda könen;0­19;260;2,95;19,05;88275
2021;C02AC02 Guanfacin;Kronobergs län;Män;0­19;84;3,33;18,80;25218
2021;C02AC02 Guanfacin;Kronobergs län;Kvinnor;0­19;27;1,15;7,72;23568
2021;C02AC02 Guanfacin;Kronobergs län;Båda könen;0­19;111;2,28;13,45;48786
2021;C02AC02 Guanfacin;Kalmar län;Män;0­19;106;3,82;23,15;27776
2021;C02AC02 Guanfacin;Kalmar län;Kvinnor;0­19;34;1,30;7,22;26162
2021;C02AC02 Guanfacin;Kalmar län;Båda könen;0­19;140;2,60;15,43;53938
2021;C02AC02 Guanfacin;Gotlands län;Män;0­19;76;11,88;58,01;6396
2021;C02AC02 Guanfacin;Gotlands län;Kvinnor;0­19;40;6,73;32,65;5941
2021;C02AC02 Guanfacin;Gotlands län;Båda könen;0­19;116;9,40;45,80;12337
2021;C02AC02 Guanfacin;Blekinge län;Män;0­19;163;8,83;44,53;18461
2021;C02AC02 Guanfacin;Blekinge län;Kvinnor;0­19;69;4,01;20,97;17218
2021;C02AC02 Guanfacin;Blekinge län;Båda könen;0­19;232;6,50;33,16;35679
2021;C02AC02 Guanfacin;Skåne län;Män;0­19;843;4,96;28,25;169818
2021;C02AC02 Guanfacin;Skåne län;Kvinnor;0­19;380;2,38;11,49;159989
2021;C02AC02 Guanfacin;Skåne län;Båda könen;0­19;1223;3,71;20,12;329807
2021;C02AC02 Guanfacin;Hallands län;Män;0­19;540;12,97;73,46;41640
2021;C02AC02 Guanfacin;Hallands län;Kvinnor;0­19;217;5,55;27,52;39067
2021;C02AC02 Guanfacin;Hallands län;Båda könen;0­19;757;9,38;51,22;80707
2021;C02AC02 Guanfacin;Västra Götalands län;Män;0­19;1162;5,63;35,41;206305
2021;C02AC02 Guanfacin;Västra Götalands län;Kvinnor;0­19;400;2,06;13,19;193904
2021;C02AC02 Guanfacin;Västra Götalands län;Båda könen;0­19;1562;3,90;24,64;400209
2021;C02AC02 Guanfacin;Värmlands län;Män;0­19;125;3,96;23,32;31556
2021;C02AC02 Guanfacin;Värmlands län;Kvinnor;0­19;46;1,56;10,24;29485
2021;C02AC02 Guanfacin;Värmlands län;Båda könen;0­19;171;2,80;17,00;61041
2021;C02AC02 Guanfacin;Örebro län;Män;0­19;180;4,96;34,08;36323
2021;C02AC02 Guanfacin;Örebro län;Kvinnor;0­19;88;2,55;15,29;34460
2021;C02AC02 Guanfacin;Örebro län;Båda könen;0­19;268;3,79;24,94;70783
2021;C02AC02 Guanfacin;Västmanlands län;Män;0­19;239;7,18;38,69;33289
2021;C02AC02 Guanfacin;Västmanlands län;Kvinnor;0­19;110;3,53;15,95;31162
2021;C02AC02 Guanfacin;Västmanlands län;Båda könen;0­19;349;5,41;27,70;64451
2021;C02AC02 Guanfacin;Dalarnas län;Män;0­19;173;5,23;31,81;33074
2021;C02AC02 Guanfacin;Dalarnas län;Kvinnor;0­19;76;2,42;14,46;31389
2021;C02AC02 Guanfacin;Dalarnas län;Båda könen;0­19;249;3,86;23,36;64463
2021;C02AC02 Guanfacin;Gävleborgs län;Män;0­19;207;6,30;50,32;32848
2021;C02AC02 Guanfacin;Gävleborgs län;Kvinnor;0­19;66;2,13;15,63;30969
2021;C02AC02 Guanfacin;Gävleborgs län;Båda könen;0­19;273;4,28;33,49;63817
2021;C02AC02 Guanfacin;Västernorrlands län;Män;0­19;114;4,07;26,10;28012
2021;C02AC02 Guanfacin;Västernorrlands län;Kvinnor;0­19;39;1,48;9,50;26408
2021;C02AC02 Guanfacin;Västernorrlands län;Båda könen;0­19;153;2,81;18,04;54420
2021;C02AC02 Guanfacin;Jämtlands län;Män;0­19;109;7,21;42,22;15111
2021;C02AC02 Guanfacin;Jämtlands län;Kvinnor;0­19;49;3,45;20,09;14183
2021;C02AC02 Guanfacin;Jämtlands län;Båda könen;0­19;158;5,39;31,51;29294
2021;C02AC02 Guanfacin;Västerbottens län;Män;0­19;156;4,98;33,16;31306
2021;C02AC02 Guanfacin;Västerbottens län;Kvinnor;0­19;64;2,17;14,03;29432
2021;C02AC02 Guanfacin;Västerbottens län;Båda könen;0­19;220;3,62;23,89;60738
2021;C02AC02 Guanfacin;Norrbottens län;Män;0­19;239;8,96;59,22;26681
2021;C02AC02 Guanfacin;Norrbottens län;Kvinnor;0­19;81;3,25;20,20;24945
2021;C02AC02 Guanfacin;Norrbottens län;Båda könen;0­19;320;6,20;40,37;51626
2021;N06BA02 Dexamfetamin;Riket;Män;0­19;1064;0,86;2,57;1243726
2021;N06BA02 Dexamfetamin;Riket;Kvinnor;0­19;630;0,54;1,42;1170648
2021;N06BA02 Dexamfetamin;Riket;Båda könen;0­19;1694;0,70;2,01;2414374
2021;N06BA02 Dexamfetamin;Stockholms län;Män;0­19;390;1,32;3,68;295150
2021;N06BA02 Dexamfetamin;Stockholms län;Kvinnor;0­19;291;1,04;2,47;278637
2021;N06BA02 Dexamfetamin;Stockholms län;Båda könen;0­19;681;1,19;3,09;573787
2021;N06BA02 Dexamfetamin;Uppsala län;Män;0­19;69;1,48;3,97;46582
2021;N06BA02 Dexamfetamin;Uppsala län;Kvinnor;0­19;28;0,63;1,54;44160
2021;N06BA02 Dexamfetamin;Uppsala län;Båda könen;0­19;97;1,07;2,79;90742
2021;N06BA02 Dexamfetamin;Södermanlands län;Män;0­19;39;1,05;3,83;37301
2021;N06BA02 Dexamfetamin;Södermanlands län;Kvinnor;0­19;14;0,40;0,95;34851
2021;N06BA02 Dexamfetamin;Södermanlands län;Båda könen;0­19;53;0,73;2,44;72152
2021;N06BA02 Dexamfetamin;Östergötlands län;Män;0­19;17;0,31;0,72;55480
2021;N06BA02 Dexamfetamin;Östergötlands län;Kvinnor;0­19;12;0,23;0,95;51842
2021;N06BA02 Dexamfetamin;Östergötlands län;Båda könen;0­19;29;0,27;0,83;107322
2021;N06BA02 Dexamfetamin;Jönköpings län;Män;0­19;15;0,33;0,99;45399
2021;N06BA02 Dexamfetamin;Jönköpings län;Kvinnor;0­19;4;0,09;0,37;42876
2021;N06BA02 Dexamfetamin;Jönköpings län;Båda könen;0­19;19;0,22;0,69;88275
2021;N06BA02 Dexamfetamin;Kronobergs län;Män;0­19;17;0,67;2,26;25218
2021;N06BA02 Dexamfetamin;Kronobergs län;Kvinnor;0­19;7;0,30;1,27;23568
2021;N06BA02 Dexamfetamin;Kronobergs län;Båda könen;0­19;24;0,49;1,78;48786
2021;N06BA02 Dexamfetamin;Kalmar län;Män;0­19;11;0,40;1,15;27776
2021;N06BA02 Dexamfetamin;Kalmar län;Kvinnor;0­19;7;0,27;0,65;26162
2021;N06BA02 Dexamfetamin;Kalmar län;Båda könen;0­19;18;0,33;0,91;53938
2021;N06BA02 Dexamfetamin;Gotlands län;Män;0­19;2;0,31;0,94;6396
2021;N06BA02 Dexamfetamin;Gotlands län;Kvinnor;0­19;1;0,17;0,17;5941
2021;N06BA02 Dexamfetamin;Gotlands län;Båda könen;0­19;3;0,24;0,57;12337
2021;N06BA02 Dexamfetamin;Blekinge län;Män;0­19;45;2,44;8,56;18461
2021;N06BA02 Dexamfetamin;Blekinge län;Kvinnor;0­19;16;0,93;3,02;17218
2021;N06BA02 Dexamfetamin;Blekinge län;Båda könen;0­19;61;1,71;5,89;35679
2021;N06BA02 Dexamfetamin;Skåne län;Män;0­19;62;0,37;1,40;169818
2021;N06BA02 Dexamfetamin;Skåne län;Kvinnor;0­19;38;0,24;0,75;159989
2021;N06BA02 Dexamfetamin;Skåne län;Båda könen;0­19;100;0,30;1,08;329807
2021;N06BA02 Dexamfetamin;Hallands län;Män;0­19;42;1,01;3,10;41640
2021;N06BA02 Dexamfetamin;Hallands län;Kvinnor;0­19;29;0,74;2,10;39067
2021;N06BA02 Dexamfetamin;Hallands län;Båda könen;0­19;71;0,88;2,61;80707
2021;N06BA02 Dexamfetamin;Västra Götalands län;Män;0­19;111;0,54;1,57;206305
2021;N06BA02 Dexamfetamin;Västra Götalands län;Kvinnor;0­19;53;0,27;0,85;193904
2021;N06BA02 Dexamfetamin;Västra Götalands län;Båda könen;0­19;164;0,41;1,22;400209
2021;N06BA02 Dexamfetamin;Värmlands län;Män;0­19;26;0,82;2,15;31556
2021;N06BA02 Dexamfetamin;Värmlands län;Kvinnor;0­19;10;0,34;0,78;29485
2021;N06BA02 Dexamfetamin;Värmlands län;Båda könen;0­19;36;0,59;1,49;61041
2021;N06BA02 Dexamfetamin;Örebro län;Män;0­19;20;0,55;1,87;36323
2021;N06BA02 Dexamfetamin;Örebro län;Kvinnor;0­19;10;0,29;0,73;34460
2021;N06BA02 Dexamfetamin;Örebro län;Båda könen;0­19;30;0,42;1,31;70783
2021;N06BA02 Dexamfetamin;Västmanlands län;Män;0­19;34;1,02;3,09;33289
2021;N06BA02 Dexamfetamin;Västmanlands län;Kvinnor;0­19;12;0,39;0,93;31162
2021;N06BA02 Dexamfetamin;Västmanlands län;Båda könen;0­19;46;0,71;2,05;64451
2021;N06BA02 Dexamfetamin;Dalarnas län;Män;0­19;23;0,70;2,39;33074
2021;N06BA02 Dexamfetamin;Dalarnas län;Kvinnor;0­19;20;0,64;1,72;31389
2021;N06BA02 Dexamfetamin;Dalarnas län;Båda könen;0­19;43;0,67;2,06;64463
2021;N06BA02 Dexamfetamin;Gävleborgs län;Män;0­19;35;1,07;3,87;32848
2021;N06BA02 Dexamfetamin;Gävleborgs län;Kvinnor;0­19;15;0,48;1,07;30969
2021;N06BA02 Dexamfetamin;Gävleborgs län;Båda könen;0­19;50;0,78;2,51;63817
2021;N06BA02 Dexamfetamin;Västernorrlands län;Män;0­19;3;0,11;0,25;28012
2021;N06BA02 Dexamfetamin;Västernorrlands län;Kvinnor;0­19;9;0,34;0,98;26408
2021;N06BA02 Dexamfetamin;Västernorrlands län;Båda könen;0­19;12;0,22;0,61;54420
2021;N06BA02 Dexamfetamin;Jämtlands län;Män;0­19;17;1,13;2,98;15111
2021;N06BA02 Dexamfetamin;Jämtlands län;Kvinnor;0­19;17;1,20;3,67;14183
2021;N06BA02 Dexamfetamin;Jämtlands län;Båda könen;0­19;34;1,16;3,31;29294
2021;N06BA02 Dexamfetamin;Västerbottens län;Män;0­19;73;2,33;5,91;31306
2021;N06BA02 Dexamfetamin;Västerbottens län;Kvinnor;0­19;29;0,99;2,65;29432
2021;N06BA02 Dexamfetamin;Västerbottens län;Båda könen;0­19;102;1,68;4,33;60738
2021;N06BA02 Dexamfetamin;Norrbottens län;Män;0­19;7;0,26;0,86;26681
2021;N06BA02 Dexamfetamin;Norrbottens län;Kvinnor;0­19;5;0,20;0,40;24945
2021;N06BA02 Dexamfetamin;Norrbottens län;Båda könen;0­19;12;0,23;0,64;51626
2021;N06BA04 Metylfenidat;Riket;Män;0­19;33520;26,95;163,56;1243726
2021;N06BA04 Metylfenidat;Riket;Kvinnor;0­19;17620;15,05;81,22;1170648
2021;N06BA04 Metylfenidat;Riket;Båda könen;0­19;51140;21,18;123,64;2414374
2021;N06BA04 Metylfenidat;Stockholms län;Män;0­19;9268;31,40;182,49;295150
2021;N06BA04 Metylfenidat;Stockholms län;Kvinnor;0­19;5189;18,62;94,40;278637
2021;N06BA04 Metylfenidat;Stockholms län;Båda könen;0­19;14457;25,20;139,71;573787
2021;N06BA04 Metylfenidat;Uppsala län;Män;0­19;1345;28,87;163,67;46582
2021;N06BA04 Metylfenidat;Uppsala län;Kvinnor;0­19;660;14,95;74,91;44160
2021;N06BA04 Metylfenidat;Uppsala län;Båda könen;0­19;2005;22,10;120,47;90742
2021;N06BA04 Metylfenidat;Södermanlands län;Män;0­19;1015;27,21;147,77;37301
2021;N06BA04 Metylfenidat;Södermanlands län;Kvinnor;0­19;561;16,10;72,57;34851
2021;N06BA04 Metylfenidat;Södermanlands län;Båda könen;0­19;1576;21,84;111,45;72152
2021;N06BA04 Metylfenidat;Östergötlands län;Män;0­19;1195;21,54;133,81;55480
2021;N06BA04 Metylfenidat;Östergötlands län;Kvinnor;0­19;563;10,86;60,34;51842
2021;N06BA04 Metylfenidat;Östergötlands län;Båda könen;0­19;1758;16,38;98,32;107322
2021;N06BA04 Metylfenidat;Jönköpings län;Män;0­19;1003;22,09;125,66;45399
2021;N06BA04 Metylfenidat;Jönköpings län;Kvinnor;0­19;453;10,57;56,56;42876
2021;N06BA04 Metylfenidat;Jönköpings län;Båda könen;0­19;1456;16,49;92,10;88275
2021;N06BA04 Metylfenidat;Kronobergs län;Män;0­19;605;23,99;165,75;25218
2021;N06BA04 Metylfenidat;Kronobergs län;Kvinnor;0­19;283;12,01;68,99;23568
2021;N06BA04 Metylfenidat;Kronobergs län;Båda könen;0­19;888;18,20;119,01;48786
2021;N06BA04 Metylfenidat;Kalmar län;Män;0­19;566;20,38;133,42;27776
2021;N06BA04 Metylfenidat;Kalmar län;Kvinnor;0­19;294;11,24;66,81;26162
2021;N06BA04 Metylfenidat;Kalmar län;Båda könen;0­19;860;15,94;101,12;53938
2021;N06BA04 Metylfenidat;Gotlands län;Män;0­19;271;42,37;195,75;6396
2021;N06BA04 Metylfenidat;Gotlands län;Kvinnor;0­19;152;25,58;109,41;5941
2021;N06BA04 Metylfenidat;Gotlands län;Båda könen;0­19;423;34,29;154,17;12337
2021;N06BA04 Metylfenidat;Blekinge län;Män;0­19;487;26,38;149,13;18461
2021;N06BA04 Metylfenidat;Blekinge län;Kvinnor;0­19;289;16,78;90,14;17218
2021;N06BA04 Metylfenidat;Blekinge län;Båda könen;0­19;776;21,75;120,66;35679
2021;N06BA04 Metylfenidat;Skåne län;Män;0­19;3855;22,70;128,79;169818
2021;N06BA04 Metylfenidat;Skåne län;Kvinnor;0­19;2075;12,97;65,48;159989
2021;N06BA04 Metylfenidat;Skåne län;Båda könen;0­19;5930;17,98;98,08;329807
2021;N06BA04 Metylfenidat;Hallands län;Män;0­19;1573;37,78;228,00;41640
2021;N06BA04 Metylfenidat;Hallands län;Kvinnor;0­19;852;21,81;119,10;39067
2021;N06BA04 Metylfenidat;Hallands län;Båda könen;0­19;2425;30,05;175,29;80707
2021;N06BA04 Metylfenidat;Västra Götalands län;Män;0­19;4821;23,37;149,29;206305
2021;N06BA04 Metylfenidat;Västra Götalands län;Kvinnor;0­19;2332;12,03;67,92;193904
2021;N06BA04 Metylfenidat;Västra Götalands län;Båda könen;0­19;7153;17,87;109,87;400209
2021;N06BA04 Metylfenidat;Värmlands län;Män;0­19;841;26,65;179,30;31556
2021;N06BA04 Metylfenidat;Värmlands län;Kvinnor;0­19;445;15,09;97,74;29485
2021;N06BA04 Metylfenidat;Värmlands län;Båda könen;0­19;1286;21,07;139,91;61041
2021;N06BA04 Metylfenidat;Örebro län;Män;0­19;939;25,85;187,98;36323
2021;N06BA04 Metylfenidat;Örebro län;Kvinnor;0­19;400;11,61;75,54;34460
2021;N06BA04 Metylfenidat;Örebro län;Båda könen;0­19;1339;18,92;133,24;70783
2021;N06BA04 Metylfenidat;Västmanlands län;Män;0­19;997;29,95;163,63;33289
2021;N06BA04 Metylfenidat;Västmanlands län;Kvinnor;0­19;600;19,25;96,30;31162
2021;N06BA04 Metylfenidat;Västmanlands län;Båda könen;0­19;1597;24,78;131,08;64451
2021;N06BA04 Metylfenidat;Dalarnas län;Män;0­19;1117;33,77;201,15;33074
2021;N06BA04 Metylfenidat;Dalarnas län;Kvinnor;0­19;660;21,03;120,20;31389
2021;N06BA04 Metylfenidat;Dalarnas län;Båda könen;0­19;1777;27,57;161,74;64463
2021;N06BA04 Metylfenidat;Gävleborgs län;Män;0­19;1057;32,18;236,09;32848
2021;N06BA04 Metylfenidat;Gävleborgs län;Kvinnor;0­19;557;17,99;119,05;30969
2021;N06BA04 Metylfenidat;Gävleborgs län;Båda könen;0­19;1614;25,29;179,29;63817
2021;N06BA04 Metylfenidat;Västernorrlands län;Män;0­19;624;22,28;129,30;28012
2021;N06BA04 Metylfenidat;Västernorrlands län;Kvinnor;0­19;287;10,87;55,78;26408
2021;N06BA04 Metylfenidat;Västernorrlands län;Båda könen;0­19;911;16,74;93,62;54420
2021;N06BA04 Metylfenidat;Jämtlands län;Män;0­19;315;20,85;118,92;15111
2021;N06BA04 Metylfenidat;Jämtlands län;Kvinnor;0­19;193;13,61;68,25;14183
2021;N06BA04 Metylfenidat;Jämtlands län;Båda könen;0­19;508;17,34;94,39;29294
2021;N06BA04 Metylfenidat;Västerbottens län;Män;0­19;921;29,42;185,91;31306
2021;N06BA04 Metylfenidat;Västerbottens län;Kvinnor;0­19;459;15,60;83,75;29432
2021;N06BA04 Metylfenidat;Västerbottens län;Båda könen;0­19;1380;22,72;136,41;60738
2021;N06BA04 Metylfenidat;Norrbottens län;Män;0­19;747;28,00;173,16;26681
2021;N06BA04 Metylfenidat;Norrbottens län;Kvinnor;0­19;384;15,39;87,75;24945
2021;N06BA04 Metylfenidat;Norrbottens län;Båda könen;0­19;1131;21,91;131,89;51626
2021;N06BA09 Atomoxetin;Riket;Män;0­19;5985;4,81;30,23;1243726
2021;N06BA09 Atomoxetin;Riket;Kvinnor;0­19;3163;2,70;15,23;1170648
2021;N06BA09 Atomoxetin;Riket;Båda könen;0­19;9148;3,79;22,96;2414374
2021;N06BA09 Atomoxetin;Stockholms län;Män;0­19;1579;5,35;33,19;295150
2021;N06BA09 Atomoxetin;Stockholms län;Kvinnor;0­19;868;3,12;16,56;278637
2021;N06BA09 Atomoxetin;Stockholms län;Båda könen;0­19;2447;4,26;25,11;573787
2021;N06BA09 Atomoxetin;Uppsala län;Män;0­19;187;4,01;22,86;46582
2021;N06BA09 Atomoxetin;Uppsala län;Kvinnor;0­19;99;2,24;12,55;44160
2021;N06BA09 Atomoxetin;Uppsala län;Båda könen;0­19;286;3,15;17,84;90742
2021;N06BA09 Atomoxetin;Södermanlands län;Män;0­19;294;7,88;49,52;37301
2021;N06BA09 Atomoxetin;Södermanlands län;Kvinnor;0­19;152;4,36;27,49;34851
2021;N06BA09 Atomoxetin;Södermanlands län;Båda könen;0­19;446;6,18;38,88;72152
2021;N06BA09 Atomoxetin;Östergötlands län;Män;0­19;250;4,51;30,89;55480
2021;N06BA09 Atomoxetin;Östergötlands län;Kvinnor;0­19;136;2,62;16,57;51842
2021;N06BA09 Atomoxetin;Östergötlands län;Båda könen;0­19;386;3,60;23,97;107322
2021;N06BA09 Atomoxetin;Jönköpings län;Män;0­19;194;4,27;28,59;45399
2021;N06BA09 Atomoxetin;Jönköpings län;Kvinnor;0­19;69;1,61;8,65;42876
2021;N06BA09 Atomoxetin;Jönköpings län;Båda könen;0­19;263;2,98;18,91;88275
2021;N06BA09 Atomoxetin;Kronobergs län;Män;0­19;126;5,00;33,67;25218
2021;N06BA09 Atomoxetin;Kronobergs län;Kvinnor;0­19;63;2,67;13,92;23568
2021;N06BA09 Atomoxetin;Kronobergs län;Båda könen;0­19;189;3,87;24,13;48786
2021;N06BA09 Atomoxetin;Kalmar län;Män;0­19;110;3,96;24,45;27776
2021;N06BA09 Atomoxetin;Kalmar län;Kvinnor;0­19;54;2,06;11,81;26162
2021;N06BA09 Atomoxetin;Kalmar län;Båda könen;0­19;164;3,04;18,32;53938
2021;N06BA09 Atomoxetin;Gotlands län;Män;0­19;75;11,73;59,88;6396
2021;N06BA09 Atomoxetin;Gotlands län;Kvinnor;0­19;36;6,06;28,95;5941
2021;N06BA09 Atomoxetin;Gotlands län;Båda könen;0­19;111;9,00;44,99;12337
2021;N06BA09 Atomoxetin;Blekinge län;Män;0­19;99;5,36;31,58;18461
2021;N06BA09 Atomoxetin;Blekinge län;Kvinnor;0­19;51;2,96;13,07;17218
2021;N06BA09 Atomoxetin;Blekinge län;Båda könen;0­19;150;4,20;22,65;35679
2021;N06BA09 Atomoxetin;Skåne län;Män;0­19;794;4,68;27,49;169818
2021;N06BA09 Atomoxetin;Skåne län;Kvinnor;0­19;387;2,42;12,38;159989
2021;N06BA09 Atomoxetin;Skåne län;Båda könen;0­19;1181;3,58;20,16;329807
2021;N06BA09 Atomoxetin;Hallands län;Män;0­19;248;5,96;35,25;41640
2021;N06BA09 Atomoxetin;Hallands län;Kvinnor;0­19;174;4,45;25,73;39067
2021;N06BA09 Atomoxetin;Hallands län;Båda könen;0­19;422;5,23;30,64;80707
2021;N06BA09 Atomoxetin;Västra Götalands län;Män;0­19;762;3,69;24,34;206305
2021;N06BA09 Atomoxetin;Västra Götalands län;Kvinnor;0­19;365;1,88;11,91;193904
2021;N06BA09 Atomoxetin;Västra Götalands län;Båda könen;0­19;1127;2,82;18,32;400209
2021;N06BA09 Atomoxetin;Värmlands län;Män;0­19;52;1,65;10,87;31556
2021;N06BA09 Atomoxetin;Värmlands län;Kvinnor;0­19;30;1,02;6,72;29485
2021;N06BA09 Atomoxetin;Värmlands län;Båda könen;0­19;82;1,34;8,86;61041
2021;N06BA09 Atomoxetin;Örebro län;Män;0­19;120;3,30;23,68;36323
2021;N06BA09 Atomoxetin;Örebro län;Kvinnor;0­19;77;2,23;16,22;34460
2021;N06BA09 Atomoxetin;Örebro län;Båda könen;0­19;197;2,78;20,05;70783
2021;N06BA09 Atomoxetin;Västmanlands län;Män;0­19;188;5,65;32,80;33289
2021;N06BA09 Atomoxetin;Västmanlands län;Kvinnor;0­19;112;3,59;18,42;31162
2021;N06BA09 Atomoxetin;Västmanlands län;Båda könen;0­19;300;4,65;25,85;64451
2021;N06BA09 Atomoxetin;Dalarnas län;Män;0­19;191;5,77;37,58;33074
2021;N06BA09 Atomoxetin;Dalarnas län;Kvinnor;0­19;103;3,28;15,32;31389
2021;N06BA09 Atomoxetin;Dalarnas län;Båda könen;0­19;294;4,56;26,74;64463
2021;N06BA09 Atomoxetin;Gävleborgs län;Män;0­19;170;5,18;35,47;32848
2021;N06BA09 Atomoxetin;Gävleborgs län;Kvinnor;0­19;94;3,04;17,79;30969
2021;N06BA09 Atomoxetin;Gävleborgs län;Båda könen;0­19;264;4,14;26,89;63817
